15.0590 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
15.0601 	INFO 	Loaded monitor calibration from ['2024_08_05 14:59']
16.3852 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000017541E7A8E0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000017541E7A880>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000017541E7A6A0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000017542231820>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
16.3853 	EXP 	window1: backgroundImage = ''
16.3853 	EXP 	window1: backgroundFit = 'none'
16.3856 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000017541E7AA00>
16.3860 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000017541E7AA00>
16.3891 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000017541E7AA00>
16.3897 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000017541E7AA00>
16.4223 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4237 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4250 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4265 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4279 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4289 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4301 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4316 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4324 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4333 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4347 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4361 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4376 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4389 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4400 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4413 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4425 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4435 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4445 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4460 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4469 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4482 	DEBUG 	Uploading Texture Font fontname to graphics card
16.4637 	DEBUG 	Upload of Texture Font fontname complete
16.4660 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000017541E7AA00>
16.4663 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000017541E7AA00>
16.4674 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000017541E7AA00>
16.4686 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000017541E7AA00>
16.4884 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4900 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4914 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.4917 	DEBUG 	Uploading Texture Font fontname to graphics card
16.5037 	DEBUG 	Upload of Texture Font fontname complete
16.5080 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
16.5080 	EXP 	window1: recordFrameIntervals = False
16.7060 	EXP 	window1: recordFrameIntervals = True
16.9223 	EXP 	Screen (0) actual frame rate measured at 60.68Hz
16.9223 	EXP 	window1: recordFrameIntervals = False
16.9224 	EXP 	window1: mouseVisible = True
16.9228 	EXP 	window1: mouseVisible = True
16.9230 	EXP 	window1: mouseVisible = True
16.9239 	EXP 	window1: mouseVisible = True
16.9250 	EXP 	window1: mouseVisible = True
16.9531 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.9545 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.9560 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.9577 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.9600 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.9630 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.9649 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.9674 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
