20.8399 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
20.8407 	INFO 	Loaded monitor calibration from ['2024_08_05 14:59']
22.0364 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E3EF7DC1F0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E3EF7DC190>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E3EF7DAFA0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001E3EFCC2160>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
22.0364 	EXP 	window1: backgroundImage = ''
22.0364 	EXP 	window1: backgroundFit = 'none'
22.0366 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001E3EF7DC310>
22.0368 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001E3EF7DC310>
22.0397 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001E3EF7DC310>
22.0403 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001E3EF7DC310>
22.0727 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
22.0742 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
22.0758 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
22.0780 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
22.0795 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
22.0807 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
22.0821 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
22.0837 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
22.0846 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
22.0855 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
22.0868 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
22.0881 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
22.0893 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
22.0907 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
22.0921 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
22.0936 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
